Preferred Family Name;Preferred Given Name;National Olympic Committee;Nationality;Gender;Date of Birth;Discipline;Event
TUNJUNG;GREGORIA MARISKA;INA;INA;F;1999-08-11;BDM;Women's Singles
IRFANALUTHFI;RIFDA;INA;INA;F;1999-10-16;GAR;Women
WAIDA;RIO;INA;INA;M;2000-01-25;SRF;Men
BHAKAT;ANKITA;IND;IND;F;1998-06-17;ARC;Women's Individual
KAUR;BHAJAN;IND;IND;F;2005-08-26;ARC;Women's Team
KUMARI;DEEPIKA;IND;IND;F;1994-06-13;ARC;Mixed Team
ALDRIN;JESWIN;IND;IND;M;2001-12-24;ATH;Men's Long Jump
CHITHRAVEL;PRAVEEN;IND;IND;M;2001-06-05;ATH;Men's Triple Jump
SINGH;VIKASH;IND;IND;M;1996-07-06;ATH;Men's 20km Race Walk
TOOR;TAJINDERPAL SINGH;IND;IND;M;1994-11-13;ATH;Men's Shot Put
MACHETTIRA;POOVAMMA RAJU;IND;IND;F;1990-06-05;ATH;Women's 4 x 400m Relay
PRIYANKA;;IND;IND;F;1996-03-10;ATH;Marathon RW Mixed Relay
RANI;ANNU;IND;IND;F;1992-08-29;ATH;Women's Javelin Throw
YARRAJI;JYOTHI;IND;IND;F;1999-08-28;ATH;Women's 100m Hurdles
AMIT;AMIT;IND;IND;M;1995-10-16;BOX;Men's 51kg
JAISMINE;;IND;IND;F;2001-08-30;BOX;Women's 57kg
NIKHAT;ZAREEN;IND;IND;F;1996-06-14;BOX;Women's 50kg
ROHIDAS;AMIT;IND;IND;M;1993-05-10;HOC;Men
SINGH;HARMANPREET;IND;IND;M;1996-01-06;HOC;Men
SUMIT;SUMIT;IND;IND;M;1996-12-20;HOC;Men
UPADHYAY;LALIT KUMAR;IND;IND;M;1993-12-01;HOC;Men
ANISH;ANISH;IND;IND;M;2002-09-26;SHO;25m Rapid Fire Pistol Men
SIDHU;VIJAYVEER;IND;IND;M;2002-06-21;SHO;25m Rapid Fire Pistol Men
SINGH;SARABJOT;IND;IND;M;2001-09-30;SHO;10m Air Pistol Men
MOUDGIL;ANJUM;IND;IND;F;1994-01-05;SHO;50m Rifle 3 Positions Women
ACHANTA;SHARATH KAMAL;IND;IND;M;1982-07-12;TTE;Men's Singles
SAIKHOM;MIRABAI CHANU;IND;IND;F;1994-08-08;WLF;Women's 49kg
ANTIM;ANTIM;IND;IND;F;2004-08-31;WRE;Women's Freestyle 53kg
FALLAH;MOBINA;IRI;IRI;F;1999-08-13;ARC;Women's Individual
FASIHI;FARZANEH;IRI;IRI;F;1993-01-03;ATH;Women's 100m
AGHAMIRZAEIJENAGHRAD;ALI;IRI;IRI;M;1993-03-04;CSP;Men's Kayak Single 1000m
RAHBARI KOYAKHI;MOHAMMAD;IRI;IRI;M;1991-12-13;FEN;Men's Sabre Individual
AMINI POZVEH;FATEMEH;IRI;IRI;F;2000-10-05;SHO;10m Air Rifle Women
SALIMI;ARIAN;IRI;IRI;M;2003-12-16;TKW;Men +80kg
SHAHSAVARI;NEDA;IRI;IRI;F;1986-09-21;TTE;Women's Singles
SARLAK;ALIREZA;IRI;IRI;M;1997-04-30;WRE;Men's Freestyle 57kg
FAVORS;ERIC;IRL;IRL;M;1996-11-16;ATH;Men's Shot Put
ADELEKE;RHASIDAT;IRL;IRL;F;2002-08-29;ATH;Women's 400m
CADDEN;LAUREN;IRL;IRL;F;2000-06-07;ATH;Women's 4 x 400m Relay
O'SULLIVAN;SOPHIE;IRL;IRL;F;2001-12-23;ATH;Women's 1500m
HEALY;BEN;IRL;IRL;M;2000-09-11;CRD;Men's Road Race
CORCORAN;MADISON;IRL;IRL;F;2002-08-07;CSL;Women's Kayak Cross
GRIFFIN;MIA;IRL;IRL;F;1998-12-30;CTR;Women's Madison
MURPHY;KELLY;IRL;IRL;F;1989-11-03;CTR;Women's Team Pursuit
MCGING;CIARA;IRL;IRL;F;2001-03-03;DIV;Women's 10m Platform
O'CONNOR;AUSTIN;IRL;IRL;M;1974-12-10;EQU;Eventing Team
O'CONNOR;CIAN;IRL;IRL;M;1979-11-12;EQU;Jumping Individual
MC CLENAGHAN;RHYS;IRL;IRL;M;1999-07-21;GAR;Men
MAGUIRE;LEONA;IRL;IRL;F;1994-11-30;GLF;Women's Individual Stroke Play
MARSHALL;KYLE;IRL;IRL;M;1998-07-10;HOC;Men
BERGIN;ALISON;IRL;IRL;F;2002-02-25;ROW;Women's Double Sculls
HEGARTY;EMILY;IRL;IRL;F;1998-08-03;ROW;Women's Four
KENNEDY;TERRY;IRL;IRL;M;1996-07-04;RU7;Men
BAKER;KATHY;IRL;IRL;F;1998-06-23;RU7;Women
FLOOD;STACEY;IRL;IRL;F;1996-08-05;RU7;Women
MURPHY CROWE;AMEE LEIGH;IRL;IRL;F;1995-04-26;RU7;Women
WIFFEN;DANIEL;IRL;IRL;M;2001-07-14;SWM;Men's 1500m Freestyle
MC SHARRY;MONA;IRL;IRL;F;2000-08-21;SWM;Women's 100m Breaststroke
WOOLLEY;JACK;IRL;IRL;M;1998-09-23;TKW;Men -58kg
AHMED HASAN;;IRQ;IRQ;M;2001-09-24;FBL;Men
IBRAHIM BAYESH;;IRQ;IRQ;M;2000-05-01;FBL;Men
JOSEF AL IMAM;;IRQ;IRQ;M;2004-07-27;FBL;Men
MUNTADHER MOHAMMED;;IRQ;IRQ;M;2001-06-05;FBL;Men
YOUSSEF AMYN;;IRQ;IRQ;M;2003-08-21;FBL;Men
RUBAIAWI;ALI AMMAR YUSUR;IRQ;IRQ;M;2004-08-02;WLF;Men's +102kg
MCKEE;ANTON;ISL;ISL;M;1993-12-18;SWM;Men's 200m Breaststroke
DROR;ROY;ISR;ISR;M;2005-01-23;ARC;Men's Individual
MOSHE;MIKAELLA;ISR;ISR;F;2003-12-04;ARC;Women's Individual
AYALE;GASHAU;ISR;ISR;M;1996-08-22;ATH;Men's Marathon
GAFINOVITZ;ROTEM;ISR;ISR;F;1992-06-09;CRD;Women's Road Race
YAKOVLEV;MIKHAIL;ISR;ISR;M;2000-09-01;CTR;Men's Sprint
MUHR;ROBIN;ISR;ISR;M;1995-06-21;EQU;Jumping Team
FEINGOLD;ILAY;ISR;ISR;M;2004-08-23;FBL;Men
NIR ON;OMER;ISR;ISR;M;2001-04-17;FBL;Men
DOLGOPYAT;ARTEM;ISR;ISR;M;1997-06-16;GAR;Men
BAKANOV;SHANI;ISR;ISR;F;2006-02-27;GRY;Group All-Around
BUTBUL;TOHAR;ISR;ISR;M;1994-01-24;JUD;Men -73 kg
PALTCHIK;PETER;ISR;ISR;M;1992-01-04;JUD;Mixed Team
WOLCZAK;YAM;ISR;ISR;M;2003-05-07;JUD;Mixed Team
WOLCZAK;YAM;ISR;ISR;M;2003-05-07;JUD;Men -60 kg
NELSON LEVY;TIMNA;ISR;ISR;F;1994-07-07;JUD;Mixed Team
SHARIR;GILI;ISR;ISR;F;1999-11-22;JUD;Mixed Team
ZALTSMAN;TOMER;ISR;ISR;M;1999-07-19;MTB;Men's Cross-country
RODITI;MATAN;ISR;ISR;M;1998-10-06;OWS;Men's 10km
HASSON;NITAI;ISR;ISR;M;1998-03-15;SAL;Mixed Dinghy
LASRY;NOA;ISR;ISR;F;1999-06-24;SAL;Mixed Dinghy
RICHTER;SERGEY;ISR;ISR;M;1989-04-23;SHO;10m Air Rifle Men
KARTAVI;MARTIN;ISR;ISR;M;2004-03-09;SWM;Men's 50m Freestyle
POLONSKY;LEA;ISR;ISR;F;2002-05-25;SWM;Women's 200m Freestyle
SPITZ;AYLA;ISR;ISR;F;2001-01-08;SWM;Relay Only Athlete - Women
NESPOLI;MAURO;ITA;ITA;M;1987-11-22;ARC;Mixed Team
ALI;CHITURU;ITA;ITA;M;1999-04-06;ATH;Men's 100m
ALI;CHITURU;ITA;ITA;M;1999-04-06;ATH;Men's 4 x 100m Relay
BENATI;LORENZO;ITA;ITA;M;2002-04-05;ATH;Men's 4 x 400m Relay
BOUIH;YASSIN;ITA;ITA;M;1996-11-24;ATH;Men's 3000m Steeplechase
DALLAVALLE;ANDREA;ITA;ITA;M;1999-10-31;ATH;Men's Triple Jump
FORTUNATO;FRANCESCO;ITA;ITA;M;1994-12-13;ATH;Marathon RW Mixed Relay
JACOBS;LAMONT MARCELL;ITA;ITA;M;1994-09-26;ATH;Men's 4 x 100m Relay
LOPEZ;BRAYAN;ITA;ITA;M;1997-06-20;ATH;Men's 4 x 400m Relay
ORSONI;RICCARDO;ITA;ITA;M;2000-01-20;ATH;Men's 20km Race Walk
PATTA;LORENZO;ITA;ITA;M;2000-05-23;ATH;Men's 4 x 100m Relay
STANO;MASSIMO;ITA;ITA;M;1992-02-27;ATH;Marathon RW Mixed Relay
TECUCEANU;CATALIN;ITA;ITA;M;1999-09-09;ATH;Men's 800m
TORTU;FILIPPO;ITA;ITA;M;1998-06-15;ATH;Men's 200m
DEL BUONO;FEDERICA;ITA;ITA;F;1994-12-12;ATH;Women's 5000m
FANTINI;SARA;ITA;ITA;F;1997-09-16;ATH;Women's Hammer Throw
GEREVINI;SVEVA;ITA;ITA;F;1996-05-31;ATH;Women's Heptathlon
KABO;FATOUMATA;ITA;ITA;F;2001-10-10;ATH;Women's 4 x 400m Relay
MOLINAROLO;ELISA;ITA;ITA;F;1994-01-29;ATH;Women's Pole Vault
SIRAGUSA;IRENE;ITA;ITA;F;1993-06-23;ATH;Women's 4 x 100m Relay
TREVISAN;GIANCARLA;ITA;ITA;F;1993-02-17;ATH;4 x 400m Relay Mixed
ANTI;;ITA;ITA;F;1997-11-30;BKG;B-Girls
LENZI;DIEGO;ITA;ITA;M;2001-05-29;BOX;Men's +92kg
MOUHIIDINE;AZIZ ABBES;ITA;ITA;M;1998-10-06;BOX;Men's 92kg
MESIANO;ALESSIA;ITA;ITA;F;1991-12-07;BOX;Women's 60kg
VIVIANI;ELIA;ITA;ITA;M;1989-02-07;CRD;Men's Road Race
BALSAMO;ELISA;ITA;ITA;F;1998-02-27;CRD;Women's Road Race
LONGO BORGHINI;ELISA;ITA;ITA;F;1991-12-10;CRD;Women's Road Race
BERTONCELLI;MARTA;ITA;ITA;F;2001-07-03;CSL;Women's Canoe Single
CASADEI;GABRIELE;ITA;ITA;M;2002-08-10;CSP;Men's Canoe Double 500m
CONSONNI;SIMONE;ITA;ITA;M;1994-09-12;CTR;Men's Madison
FIDANZA;MARTINA;ITA;ITA;F;1999-11-05;CTR;Women's Team Pursuit
FIDANZA;MARTINA;ITA;ITA;F;1999-11-05;CTR;Women's Sprint
VECE;MIRIAM;ITA;ITA;F;1997-03-16;CTR;Women's Keirin
GIOVANNINI;RICCARDO;ITA;ITA;M;2003-03-14;DIV;Men's 10m Platform
SANDEI;PIETRO;ITA;ITA;M;1991-12-20;EQU;Eventing Individual
SANDEI;PIETRO;ITA;ITA;M;1991-12-20;EQU;Eventing Team
UGOLOTTI;GIOVANNI;ITA;ITA;M;1982-10-01;EQU;Eventing Individual
BERTOLI;EVELINA;ITA;ITA;F;1986-07-08;EQU;Eventing Team
BERTOLI;EVELINA;ITA;ITA;F;1986-07-08;EQU;Eventing Individual
BIANCHI;GUILLAUME;ITA;ITA;M;1997-07-30;FEN;Men's Foil Individual
CURATOLI;LUCA;ITA;ITA;M;1994-07-25;FEN;Men's Sabre Team
RIZZI;GIULIA;ITA;ITA;F;1989-06-20;FEN;Women's Épée Team
MACCHIATI;MARIO;ITA;ITA;M;1999-11-27;GAR;Men
MANASSERO;MATTEO;ITA;ITA;M;1993-04-19;GLF;Men's Individual Stroke Play
BALDASSARRI;MILENA;ITA;ITA;F;2001-10-16;GRY;Individual All-Around
CARLINO;ANDREA;ITA;ITA;M;1997-01-17;JUD;Men -60 kg
LOMBARDO;MANUEL;ITA;ITA;M;1998-12-04;JUD;Men -73 kg
PARLATI;CHRISTIAN;ITA;ITA;M;1998-01-23;JUD;Men -90 kg
PIRELLI;GENNARO;ITA;ITA;M;2000-08-21;JUD;Mixed Team
TAVANO;ASYA;ITA;ITA;F;2002-06-06;JUD;Mixed Team
CICINELLI;MATTEO;ITA;ITA;M;1998-03-12;MPN;Men's Individual
MICHELI;ELENA;ITA;ITA;F;1999-04-29;MPN;Women's Individual
TADDEUCCI;GINEVRA;ITA;ITA;F;1997-05-03;OWS;Women's 10km
ABBAGNALE;VINCENZO;ITA;ITA;M;1993-03-13;ROW;Men's Eight
CODATO;ALICE;ITA;ITA;F;2003-09-26;ROW;Women's Eight
BERTA;ELENA;ITA;ITA;F;1992-07-15;SAL;Mixed Dinghy
MAGGETTI;MARTA;ITA;ITA;F;1996-01-10;SAL;Women's Windsurfing
PESCETTO;MAGGIE EILLEN;ITA;ITA;F;2000-11-16;SAL;Women's Kite
BONAZZI;EDOARDO;ITA;ITA;M;2002-07-03;SHO;50m Rifle 3 Positions Men
MONNA;PAOLO;ITA;ITA;M;1998-04-19;SHO;10m Air Pistol Men
SOLLAZZO;DANILO DENNIS;ITA;ITA;M;2002-12-05;SHO;10m Air Rifle Men
GAMBARO;BARBARA;ITA;ITA;F;1992-05-20;SHO;10m Air Rifle Women
STANCO;SILVANA MARIA;ITA;ITA;F;1993-01-06;SHO;Trap Women
CECCON;THOMAS;ITA;ITA;M;2001-01-27;SWM;Men's 200m Backstroke
DE TULLIO;LUCA;ITA;ITA;M;2003-09-21;SWM;Men's 1500m Freestyle
FRIGO;MANUEL;ITA;ITA;M;1997-02-18;SWM;Relay Only Athlete - Men
PALTRINIERI;GREGORIO;ITA;ITA;M;1994-09-05;SWM;Men's 1500m Freestyle
RAZZETTI;ALBERTO;ITA;ITA;M;1999-06-02;SWM;Men's 200m Individual Medley
RESTIVO;MATTEO;ITA;ITA;M;1994-11-04;SWM;Men's 200m Backstroke
BIAGIOTTI;MATILDE;ITA;ITA;F;2005-09-20;SWM;Relay Only Athlete - Women
FRANCESCHI;SARA;ITA;ITA;F;1999-02-01;SWM;Women's 200m Individual Medley
MENICUCCI;EMMA VIRGINIA;ITA;ITA;F;2002-05-11;SWM;Relay Only Athlete - Women
MORINI;SOFIA;ITA;ITA;F;2003-03-08;SWM;Relay Only Athlete - Women
BOLELLI;SIMONE;ITA;ITA;M;1985-10-08;TEN;Men's Doubles
DARDERI;LUCIANO;ITA;ITA;M;2002-02-14;TEN;Men's Doubles
COCCIARETTO;ELISABETTA;ITA;ITA;F;2001-01-25;TEN;Women's Doubles
DELL AQUILA;VITO;ITA;ITA;M;2000-11-03;TKW;Men -58kg
PICCOLIN;GIORGIA;ITA;ITA;F;1996-01-15;TTE;Women's Singles
NICOLAI;PAOLO;ITA;ITA;M;1988-08-06;VBV;Men
MENEGATTI;MARTA;ITA;ITA;F;1990-08-16;VBV;Women
GALASSI;GIANLUCA;ITA;ITA;M;1997-07-24;VVO;Men
GIANNELLI;SIMONE;ITA;ITA;M;1996-08-09;VVO;Men
ROMANO;YURI;ITA;ITA;M;1997-07-26;VVO;Men
RUSSO;ROBERTO;ITA;ITA;M;1997-02-23;VVO;Men
LUBIAN;MARINA;ITA;ITA;F;2000-04-11;VVO;Women
MASSIDDA;SERGIO;ITA;ITA;M;2002-01-26;WLF;Men's 61kg
DEL LUNGO;MARCO;ITA;ITA;M;1990-03-01;WPO;Men
DI FULVIO;FRANCESCO;ITA;ITA;M;1993-08-15;WPO;Men
IOCCHI GRATTA;MATTEO;ITA;ITA;M;2002-09-01;WPO;Men
PRESCIUTTI;NICHOLAS;ITA;ITA;M;1993-12-14;WPO;Men
VELOTTO;ALESSANDRO;ITA;ITA;M;1995-02-12;WPO;Men
CONDORELLI;GIUSEPPINA AURORA;ITA;ITA;F;2001-03-30;WPO;Women
PALMIERI;VALERIA;ITA;ITA;F;1993-10-18;WPO;Women
TABANI;CHIARA;ITA;ITA;F;1994-08-27;WPO;Women
BRATHWAITE;RIKKOI;IVB;GBR;M;1999-02-13;ATH;Men's 100m
HODGE;ADAEJAH;IVB;GBR;F;2006-03-21;ATH;Women's 200m
BAILEY;SEAN;JAM;JAM;M;1997-07-15;ATH;Men's 400m
BLAKE;ACKEEM;JAM;JAM;M;2002-01-21;ATH;Men's 4 x 100m Relay
GAYLE;TAJAY;JAM;JAM;M;1996-08-02;ATH;Men's Long Jump
GORDON;JEHLANI;JAM;JAM;M;2003-12-01;ATH;Men's 4 x 100m Relay
LEVELL;BRYAN;JAM;JAM;M;2003-12-23;ATH;Men's 200m
LEVELL;BRYAN;JAM;JAM;M;2003-12-23;ATH;Men's 100m
POWELL;JEVAUGHN;JAM;JAM;M;2000-11-19;ATH;Men's 400m
THOMPSON;KISHANE;JAM;JAM;M;2001-07-17;ATH;Men's 4 x 100m Relay
DISTIN;LAMARA;JAM;JAM;F;2000-03-03;ATH;Women's High Jump
JACKSON;SHERICKA;JAM;JAM;F;1994-07-16;ATH;Women's 200m
REID;ALANA;JAM;JAM;F;2005-01-20;ATH;Women's 4 x 100m Relay
YOUNG;CHAROKEE;JAM;JAM;F;2000-08-21;ATH;Women's 4 x 400m Relay
LYN;SABRINA;JAM;JAM;F;2004-04-26;SWM;Women's 50m Freestyle
EASHASH;ZEYAD;JOR;JOR;M;1998-10-23;BOX;Men's 71kg
FURUKAWA;TAKAHARU;JPN;JPN;M;1984-08-09;ARC;Mixed Team
NAKANISHI;JUNYA;JPN;JPN;M;1999-08-05;ARC;Mixed Team
NAKANISHI;JUNYA;JPN;JPN;M;1999-08-05;ARC;Men's Team
NODA;SATSUKI;JPN;JPN;F;2000-05-20;ARC;Mixed Team
DEAN;RODERICK GENKI;JPN;JPN;M;1991-12-30;ATH;Men's Javelin Throw
MIURA;RYUJI;JPN;JPN;M;2002-02-11;ATH;Men's 3000m Steeplechase
SATO;FUGA;JPN;JPN;M;1996-06-01;ATH;Men's 400m
TAKAHASHI;KAZUKI;JPN;JPN;M;1996-06-17;ATH;Marathon RW Mixed Relay
TAKAYAMA;SHUNYA;JPN;JPN;M;1994-09-03;ATH;Men's 110m Hurdles
UZAWA;TOWA;JPN;JPN;M;2002-11-25;ATH;Men's 200m
FUJII;NANAKO;JPN;JPN;F;1999-05-07;ATH;Women's 20km Race Walk
GOSHIMA;RINO;JPN;JPN;F;1997-10-29;ATH;Women's 10,000m
OKADA;KUMIKO;JPN;JPN;F;1991-10-17;ATH;Women's 20km Race Walk
TAKASHIMA;YUKA;JPN;JPN;F;1988-05-12;ATH;Women's 10,000m
WATANABE;YUTA;JPN;JPN;M;1997-06-13;BDM;Mixed Doubles
NAGAHARA;WAKANA;JPN;JPN;F;1996-01-09;BDM;Women's Doubles
YAMAGUCHI;AKANE;JPN;JPN;F;1997-06-06;BDM;Women's Singles
MAWULI;STEPHANIE;JPN;JPN;F;1998-11-25;BKB;Women
HATAKEYAMA;SAE;JPN;JPN;F;1999-06-07;BMX;Women
ANRAKU;SORATO;JPN;JPN;M;2006-11-14;CLB;Men's Boulder & Lead
MORI;AI;JPN;JPN;F;2003-09-17;CLB;Women's Boulder & Lead
TANAKA;YUUKI;JPN;JPN;M;2001-11-12;CSL;Men's Kayak Cross
IMAMURA;SHUNSUKE;JPN;JPN;M;1998-02-14;CTR;Men's Omnium
OTA;KAIYA;JPN;JPN;M;1999-07-27;CTR;Men's Team Sprint
UCHINO;TSUYAKA;JPN;JPN;F;2002-01-13;CTR;Women's Omnium
UCHINO;TSUYAKA;JPN;JPN;F;2002-01-13;CTR;Women's Team Pursuit
ARAI;MATSURI;JPN;JPN;F;2001-01-18;DIV;Women's 10m Platform
OIWA;YOSHIAKI;JPN;JPN;M;1976-07-19;EQU;Eventing Individual
TANAKA;TOSHIYUKI;JPN;JPN;M;1985-02-02;EQU;Eventing Team
TOMOTO;KAZUMA;JPN;JPN;M;1983-06-05;EQU;Eventing Team
OHATA;AYUMU;JPN;JPN;M;2001-04-27;FBL;Men
UENAKA;ASAHI;JPN;JPN;M;2001-11-01;FBL;Men
MIYAZAWA;HINATA;JPN;JPN;F;1999-11-28;FBL;Women
MATSUYAMA;KYOSUKE;JPN;JPN;M;1996-12-19;FEN;Men's Foil Team
HASHIMOTO;DAIKI;JPN;JPN;M;2001-08-07;GAR;Men
KAYA;KAZUMA;JPN;JPN;M;1996-11-19;GAR;Men
USHIOKU;KOHANE;JPN;JPN;F;2004-08-17;GAR;Women
NAKAJIMA;KEITA;JPN;JPN;M;2000-06-24;GLF;Men's Individual Stroke Play
MORI;HIKARU;JPN;JPN;F;1999-07-07;GTR;Women
OKAMOTO;DAISUKE;JPN;JPN;M;1995-03-29;HBL;Men
KOBAYAKAWA;SHIHO;JPN;JPN;F;1999-04-12;HOC;Women
NAKAMURA;EIKA;JPN;JPN;F;1996-03-04;HOC;Women
OIKAWA;SHIHORI;JPN;JPN;F;1989-03-12;HOC;Women
SUZUKI;MIYU;JPN;JPN;F;1999-01-08;HOC;Women
MURAO;SANSHIRO;JPN;JPN;M;2000-08-28;JUD;Mixed Team
NAGASE;TAKANORI;JPN;JPN;M;1993-10-14;JUD;Mixed Team
NAGAYAMA;RYUJU;JPN;JPN;M;1996-04-15;JUD;Mixed Team
ABE;UTA;JPN;JPN;F;2000-07-14;JUD;Mixed Team
FUNAKUBO;HARUKA;JPN;JPN;F;1998-10-10;JUD;Mixed Team
SONE;AKIRA;JPN;JPN;F;2000-07-09;JUD;Mixed Team
TSUNODA;NATSUMI;JPN;JPN;F;1992-08-06;JUD;Women -48 kg
SATO;TAISHU;JPN;JPN;M;1993-10-20;MPN;Men's Individual
UCHIDA;MISAKI;JPN;JPN;F;1998-03-18;MPN;Women's Individual
EBINA;AIRI;JPN;JPN;F;2001-11-25;OWS;Women's 10km
MIYAURA;MASAYUKI;JPN;JPN;M;1996-07-15;ROW;Lightw. Men's Dble Sculls
HIROUCHI;EMI;JPN;JPN;F;1996-07-13;ROW;Lightw. Women's Dble Sculls
KEREVI;JOSUA;JPN;JPN;M;1992-06-18;RU7;Men
TSUOKA;SHOTARO;JPN;JPN;M;1996-03-22;RU7;Men
UEDA;KAZUMA;JPN;JPN;M;2002-12-04;RU7;Men
HIRANO;YUME;JPN;JPN;F;2000-03-15;RU7;Women
KAJIKI;MARIN;JPN;JPN;F;1999-09-20;RU7;Women
OHTANI;MEI;JPN;JPN;F;2000-05-28;RU7;Women
SAEGUSA;CHIAKI;JPN;JPN;F;1997-03-21;RU7;Women
NAGAMATSU;SERA;JPN;JPN;F;1994-06-03;SAL;Women's Skiff
OKADA;NAOYA;JPN;JPN;M;1990-10-10;SHO;10m Air Rifle Men
AKAMA;LIZ;JPN;JPN;F;2009-01-08;SKB;Women's Street
O'LEARY;CONNOR;JPN;JPN;M;1993-10-12;SRF;Men
SATO;TOMOKA;JPN;JPN;F;2001-08-22;SWA;Duet
SATO;TOMOKA;JPN;JPN;F;2001-08-22;SWA;Team
WADA;AMI;JPN;JPN;F;2003-06-30;SWA;Team
YOSHIDA;MEGUMU;JPN;JPN;F;1995-07-02;SWA;Team
MURASA;TATSUYA;JPN;JPN;M;2007-03-27;SWM;Relay Only Athlete - Men
AOKI;REONA;JPN;JPN;F;1995-02-24;SWM;Women's 100m Breaststroke
MATSUMOTO;SHIHO;JPN;JPN;F;2002-04-03;SWM;Women's 200m Individual Medley
SUZUKI;SATOMI;JPN;JPN;F;1991-01-29;SWM;Women's 100m Breaststroke
SUZUKI;SATOMI;JPN;JPN;F;1991-01-29;SWM;Women's 200m Breaststroke
TANIGAWA;AGEHA;JPN;JPN;F;2003-06-15;SWM;Women's 400m Individual Medley
DANIEL;TARO;JPN;JPN;M;1993-01-27;TEN;Men's Doubles
UCHIJIMA;MOYUKA;JPN;JPN;F;2001-08-11;TEN;Women's Singles
HARIMOTO;TOMOKAZU;JPN;JPN;M;2003-06-27;TTE;Men's Team
HIRANO;MIU;JPN;JPN;F;2000-04-14;TTE;Women's Team
HASEGAWA;AKIKO;JPN;JPN;F;1985-11-30;VBV;Women
ISHIKAWA;YUKI;JPN;JPN;M;1995-12-11;VVO;Men
MIYAURA;KENTO;JPN;JPN;M;1999-02-22;VVO;Men
TAKAHASHI;KENTARO;JPN;JPN;M;1995-02-08;VVO;Men
ADACHI;SEIYA;JPN;JPN;M;1995-06-24;WPO;Men
DATE;KIYOMU;JPN;JPN;M;1997-04-09;WPO;Men
KUSAKA;NAO;JPN;JPN;M;2000-11-28;WRE;Men's Greco-Roman 77kg
SOGABE;KYOTARO;JPN;JPN;M;2001-07-03;WRE;Men's Greco-Roman 67kg
TAKATANI;DAICHI;JPN;JPN;M;1994-11-22;WRE;Men's Freestyle 74kg
SUSAKI;YUI;JPN;JPN;F;1999-06-30;WRE;Women's Freestyle 50kg
JEPKEMEI;DAISY;KAZ;KAZ;F;1996-02-13;ATH;Women's 3000m Steeplechase
MAMAZHANOVA;ZHANNA;KAZ;KAZ;F;1994-01-26;ATH;Women's Marathon
MATVEYEVA;YELIZAVETA;KAZ;KAZ;F;2001-12-09;ATH;Women's High Jump
KUNKABAYEV;KAMSHYBEK;KAZ;KAZ;M;1991-11-18;BOX;Men's +92kg
MUKHAMMEDSABYR;BAZARBAY UULU;KAZ;KAZ;M;2002-11-27;BOX;Men's 63.5kg
KHALZOVA;VALENTINA;KAZ;KAZ;F;1996-01-16;BOX;Women's 75kg
YEMELYANOV;SERGEY;KAZ;KAZ;M;1995-05-19;CSP;Men's Canoe Single 1000m
BROVKOVA;MARIYA;KAZ;KAZ;F;2005-01-31;CSP;Women's Canoe Double 500m
CHUGAY;ANDREY;KAZ;KAZ;M;2000-01-17;CTR;Men's Sprint
MUSSABAYEV;DANIL;KAZ;KAZ;M;1998-09-13;GTR;Men
SHAMSHAYEV;DANIYAR;KAZ;KAZ;M;2001-08-03;JUD;Mixed Team
SMETOV;YELDOS;KAZ;KAZ;M;1992-09-09;JUD;Mixed Team
KUYULOVA;ESMIGUL;KAZ;KAZ;F;2002-05-11;JUD;Women -63 kg
YAKOVLEV;VLADISLAV;KAZ;KAZ;M;1993-01-01;ROW;Men's Single Sculls
YECHSHENKO;EDUARD;KAZ;KAZ;M;1999-11-13;SHO;Skeet Men
MUSSIN;ADILBEK;KAZ;KAZ;M;1999-10-04;SWM;Men's 100m Butterfly
BUBLIK;ALEXANDER;KAZ;KAZ;M;1997-06-17;TEN;Men's Doubles
NEDOVYESOV;ALEKSANDR;KAZ;KAZ;M;1987-02-15;TEN;Men's Doubles
SHABALINA;EKATERINA;KAZ;KAZ;F;1998-05-28;TRI;Women's Individual
SULTANGALI;AIDOS;KAZ;KAZ;M;1996-02-07;WRE;Men's Greco-Roman 60kg
CHERUIYOT;REYNOLD;KEN;KEN;M;2004-07-30;ATH;Men's 1500m
KAPIRANTE;DAVID SANAYEK;KEN;KEN;M;2000-05-20;ATH;4 x 400m Relay Mixed
KINYAMAL;WYCLIFE;KEN;KEN;M;1997-07-02;ATH;Men's 800m
KROP;JACOB;KEN;KEN;M;2001-06-04;ATH;Men's 5000m
WANYONYI;EMMANUEL;KEN;KEN;M;2004-08-01;ATH;Men's 800m
CHEBET;BEATRICE;KEN;KEN;F;2000-03-05;ATH;Women's 5000m
EJORE;SUSAN LOKAYO;KEN;KEN;F;1995-11-09;ATH;Women's 1500m
KIPKEMBOI;MARGARET CHELIMO;KEN;KEN;F;1993-02-09;ATH;Women's 5000m
KIPYEGON;FAITH;KEN;KEN;F;1994-01-10;ATH;Women's 1500m
AMAITSA;NYGEL PETTERSAN;KEN;KEN;M;2002-05-26;RU7;Men
OJWANG;CHRISANT;KEN;KEN;M;1998-12-15;RU7;Men
MOHAMED;RIDHWAN ABUBAKAR BWANA;KEN;KEN;M;2000-08-15;SWM;Men's 400m Freestyle
BARASA;BELINDA NANJALA;KEN;KEN;F;2001-04-28;VVO;Women
SHEROV;ERLAN;KGZ;KGZ;M;1998-06-19;JUD;Men -90 kg
